userId,movieId,rating,rating_timestamp,title,genres,imdbId,tmdbId
1,1620,4.0,964983056,Kiss the Girls (1997),Crime|Drama|Mystery|Thriller,119468,9437.0
1,1625,5.0,964983504,"Game, The (1997)",Drama|Mystery|Thriller,119174,2649.0
1,1644,3.0,964983536,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller,119345,3597.0
1,1676,3.0,964982620,Starship Troopers (1997),Action|Sci-Fi,120201,563.0
1,1732,5.0,964981125,"Big Lebowski, The (1998)",Comedy|Crime,118715,115.0
1,1777,4.0,964981230,"Wedding Singer, The (1998)",Comedy|Romance,120888,11003.0
1,1793,4.0,964981404,Welcome to Woop-Woop (1997),Comedy,120491,6970.0
1,1804,5.0,964983034,"Newton Boys, The (1998)",Crime|Drama,120769,42807.0
1,1805,4.0,964983056,Wild Things (1998),Crime|Drama|Mystery|Thriller,120890,617.0
1,1920,4.0,964981780,Small Soldiers (1998),Animation|Children|Fantasy|War,122718,11551.0
1,1927,5.0,964981497,All Quiet on the Western Front (1930),Action|Drama|War,20629,143.0
1,1954,5.0,964982176,Rocky (1976),Drama,75148,1366.0
1,1967,4.0,964981710,Labyrinth (1986),Adventure|Fantasy|Musical,91369,13597.0
1,2000,4.0,964982211,Lethal Weapon (1987),Action|Comedy|Crime|Drama,93409,941.0
1,2005,5.0,964981710,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy,89218,9340.0
1,2012,4.0,964984176,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western,99088,196.0
1,2018,5.0,964980523,Bambi (1942),Animation|Children|Drama,34492,3170.0
1,2028,4.0,964981888,Saving Private Ryan (1998),Action|Drama|War,120815,857.0
1,2033,5.0,964982903,"Black Cauldron, The (1985)",Adventure|Animation|Children|Fantasy,88814,10957.0
1,2046,4.0,964982563,Flight of the Navigator (1986),Adventure|Children|Sci-Fi,91059,10122.0
1,2048,5.0,964982791,"Great Mouse Detective, The (1986)",Action|Animation|Children|Crime,91149,9994.0
1,2054,4.0,964981747,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi,97523,9354.0
1,2058,5.0,964982400,"Negotiator, The (1998)",Action|Crime|Drama|Mystery|Thriller,120768,9631.0
1,2078,5.0,964982838,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical,61852,9325.0
1,2090,5.0,964982838,"Rescuers, The (1977)",Adventure|Animation|Children|Crime|Drama,76618,11319.0
1,2093,3.0,964981710,Return to Oz (1985),Adventure|Children|Fantasy,89908,13155.0
1,2094,5.0,964982653,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi,102803,10249.0
1,2096,4.0,964982838,Sleeping Beauty (1959),Animation|Children|Musical,53285,10882.0
1,2099,4.0,964982588,Song of the South (1946),Adventure|Animation|Children|Musical,38969,13850.0
1,2105,4.0,964981725,Tron (1982),Action|Adventure|Sci-Fi,84827,97.0
1,2115,5.0,964982529,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy,87469,87.0
1,2116,5.0,964982876,"Lord of the Rings, The (1978)",Adventure|Animation|Children|Fantasy,77869,123.0
1,2137,5.0,964982791,Charlotte's Web (1973),Animation|Children,70016,15171.0
1,2139,5.0,964982791,"Secret of NIMH, The (1982)",Adventure|Animation|Children|Drama,84649,11704.0
1,2141,5.0,964982838,"American Tail, An (1986)",Adventure|Animation|Children|Comedy,90633,4978.0
1,2143,4.0,964981725,Legend (1985),Adventure|Fantasy|Romance,89469,11976.0
1,2161,5.0,964981710,"NeverEnding Story, The (1984)",Adventure|Children|Fantasy,88323,34584.0
1,2174,4.0,964981680,Beetlejuice (1988),Comedy|Fantasy,94721,4011.0
1,2193,4.0,964981710,Willow (1988),Action|Adventure|Fantasy,96446,847.0
1,2253,2.0,964981775,Toys (1992),Comedy|Fantasy,105629,11597.0
1,2268,4.0,964982989,"Few Good Men, A (1992)",Crime|Drama|Thriller,104257,881.0
1,2273,4.0,964982310,Rush Hour (1998),Action|Comedy|Crime|Thriller,120812,2109.0
1,2291,5.0,964983664,Edward Scissorhands (1990),Drama|Fantasy|Romance,99487,162.0
1,2329,5.0,964983263,American History X (1998),Crime|Drama,120586,73.0
1,2338,2.0,964983546,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller,130018,3600.0
1,2353,5.0,964983861,Enemy of the State (1998),Action|Thriller,120660,9798.0
1,2366,4.0,964982462,King Kong (1933),Action|Adventure|Fantasy|Horror,24216,244.0
1,2387,5.0,964983123,Very Bad Things (1998),Comedy|Crime,124198,10029.0
1,2389,2.0,964983094,Psycho (1998),Crime|Horror|Thriller,155975,11252.0
1,2395,5.0,964981093,Rushmore (1998),Comedy|Drama,128445,11545.0
1,2406,4.0,964982310,Romancing the Stone (1984),Action|Adventure|Comedy|Romance,88011,9326.0
1,2414,3.0,964982513,Young Sherlock Holmes (1985),Action|Adventure|Children|Fantasy|Mystery|Thriller,90357,11904.0
1,2427,5.0,964982242,"Thin Red Line, The (1998)",Action|Drama|War,120863,8741.0
1,2450,4.0,964982620,Howard the Duck (1986),Adventure|Comedy|Sci-Fi,91225,10658.0
1,2459,5.0,964983414,"Texas Chainsaw Massacre, The (1974)",Horror,72271,30497.0
1,2470,5.0,964982588,Crocodile Dundee (1986),Adventure|Comedy,90555,9671.0
1,2478,4.0,964984169,¡Three Amigos! (1986),Comedy|Western,92086,8388.0
1,2492,4.0,965719662,20 Dates (1998),Comedy|Romance,138987,111794.0
1,2502,5.0,964981278,Office Space (1999),Comedy|Crime,151804,1542.0
1,2528,3.0,964982328,Logan's Run (1976),Action|Adventure|Sci-Fi,74812,10803.0
1,2529,5.0,964982242,Planet of the Apes (1968),Action|Drama|Sci-Fi,63442,871.0
1,2542,5.0,964981265,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller,120735,100.0
1,2571,5.0,964981888,"Matrix, The (1999)",Action|Sci-Fi|Thriller,133093,603.0
1,2580,5.0,964983000,Go (1999),Comedy|Crime,139239,9430.0
1,2596,5.0,964981144,SLC Punk! (1998),Comedy|Drama,133189,6396.0
1,2616,4.0,964983080,Dick Tracy (1990),Action|Crime,99422,8592.0
1,2617,2.0,964982588,"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller,120616,564.0
1,2628,4.0,964980523,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi,120915,1893.0
1,2640,4.0,964982377,Superman (1978),Action|Adventure|Sci-Fi,78346,1924.0
1,2641,5.0,964982620,Superman II (1980),Action|Sci-Fi,81573,8536.0
1,2644,4.0,964983393,Dracula (1931),Horror,21814,138.0
1,2648,4.0,964983414,Frankenstein (1931),Drama|Horror|Sci-Fi,21884,3035.0
1,2654,5.0,964983393,"Wolf Man, The (1941)",Drama|Fantasy|Horror,34398,13666.0
1,2657,3.0,964983426,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi,73629,36685.0
1,2692,5.0,964981855,Run Lola Run (Lola rennt) (1998),Action|Crime,130827,104.0
1,2700,5.0,964980985,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical,158983,9473.0
1,2716,5.0,964983414,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi,87332,620.0
1,2761,5.0,964982703,"Iron Giant, The (1999)",Adventure|Animation|Children|Drama|Sci-Fi,129167,10386.0
1,2797,4.0,964981710,Big (1988),Comedy|Drama|Fantasy|Romance,94737,2280.0
1,2826,4.0,964980523,"13th Warrior, The (1999)",Action|Adventure|Fantasy,120657,1911.0
1,2858,5.0,964980868,American Beauty (1999),Drama|Romance,169547,14.0
1,2872,5.0,964981680,Excalibur (1981),Adventure|Fantasy,82348,11527.0
1,2899,5.0,964982703,Gulliver's Travels (1939),Adventure|Animation|Children,31397,42518.0
1,2916,4.0,964982290,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,100802,861.0
1,2944,5.0,964981872,"Dirty Dozen, The (1967)",Action|Drama|War,61578,1654.0
1,2947,5.0,964982176,Goldfinger (1964),Action|Adventure|Thriller,58150,658.0
1,2948,5.0,964982191,From Russia with Love (1963),Action|Adventure|Thriller,57076,657.0
1,2949,5.0,964981888,Dr. No (1962),Action|Adventure|Thriller,55928,646.0
1,2959,5.0,964983282,Fight Club (1999),Action|Crime|Drama|Thriller,137523,550.0
1,2985,4.0,964983034,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller,93870,5548.0
1,2987,5.0,964982495,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,96438,856.0
1,2991,5.0,964982271,Live and Let Die (1973),Action|Adventure|Thriller,70328,253.0
1,2993,5.0,964982242,Thunderball (1965),Action|Adventure|Thriller,59800,660.0
1,2997,4.0,964980896,Being John Malkovich (1999),Comedy|Drama|Fantasy,120601,492.0
1,3033,5.0,964983762,Spaceballs (1987),Comedy|Sci-Fi,94012,957.0
1,3034,5.0,964982791,Robin Hood (1973),Adventure|Animation|Children|Comedy|Musical,70608,11886.0
1,3052,5.0,964981208,Dogma (1999),Adventure|Comedy|Fantasy,120655,1832.0
1,3053,5.0,964984086,"Messenger: The Story of Joan of Arc, The (1999)",Drama|War,151137,10047.0
1,3062,4.0,964981872,"Longest Day, The (1962)",Action|Drama|War,56197,9289.0
1,3147,5.0,964983873,"Green Mile, The (1999)",Crime|Drama,120689,497.0
1,3168,4.0,964982495,Easy Rider (1969),Adventure|Drama,64276,624.0
1,3176,1.0,964983504,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller,134119,1213.0
1,3243,3.0,964981093,Encino Man (1992),Comedy,104187,10406.0
1,3247,3.0,964983108,Sister Act (1992),Comedy|Crime,105417,2005.0
1,3253,5.0,964981107,Wayne's World (1992),Comedy,105793,8872.0
1,3273,5.0,964983536,Scream 3 (2000),Comedy|Horror|Mystery|Thriller,134084,4234.0
1,3386,5.0,964983484,JFK (1991),Drama|Mystery|Thriller,102138,820.0
1,3439,4.0,964981799,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children|Fantasy,103060,1497.0
1,3440,4.0,964981799,Teenage Mutant Ninja Turtles III (1993),Action|Adventure|Children|Comedy|Fantasy,108308,1499.0
1,3441,5.0,964982328,Red Dawn (1984),Action|Drama|War,87985,1880.0
1,3448,5.0,964984054,"Good Morning, Vietnam (1987)",Comedy|Drama|War,93105,801.0
1,3450,5.0,964981144,Grumpy Old Men (1993),Comedy,107050,11520.0
1,3479,4.0,964981725,Ladyhawke (1985),Adventure|Fantasy|Romance,89457,526.0
1,3489,4.0,964981775,Hook (1991),Adventure|Comedy|Fantasy,102057,879.0
1,3527,4.0,964982271,Predator (1987),Action|Sci-Fi|Thriller,93773,106.0
1,3578,5.0,964980668,Gladiator (2000),Action|Adventure|Drama,172495,98.0
1,3617,4.0,964980683,Road Trip (2000),Comedy,215129,9285.0
1,3639,4.0,964982271,"Man with the Golden Gun, The (1974)",Action|Adventure|Thriller,71807,682.0
1,3671,5.0,964981589,Blazing Saddles (1974),Comedy|Western,71230,11072.0
1,3702,5.0,964983737,Mad Max (1979),Action|Adventure|Sci-Fi,79501,9659.0
1,3703,5.0,964981909,"Road Warrior, The (Mad Max 2) (1981)",Action|Adventure|Sci-Fi|Thriller,82694,8810.0
1,3729,5.0,964982363,Shaft (1971),Action|Crime|Drama|Thriller,67741,482.0
1,3740,4.0,964982417,Big Trouble in Little China (1986),Action|Adventure|Comedy|Fantasy,90728,6978.0
1,3744,4.0,964980694,Shaft (2000),Action|Crime|Thriller,162650,479.0
1,3793,5.0,964981855,X-Men (2000),Action|Adventure|Sci-Fi,120903,36657.0
1,3809,4.0,964981220,What About Bob? (1991),Comedy,103241,10276.0
1,4006,4.0,964982903,Transformers: The Movie (1986),Adventure|Animation|Children|Sci-Fi,92106,1857.0
1,5060,5.0,964984002,M*A*S*H (a.k.a. MASH) (1970),Comedy|Drama|War,66026,651.0
2,318,3.0,1445714835,"Shawshank Redemption, The (1994)",Crime|Drama,111161,278.0
2,333,4.0,1445715029,Tommy Boy (1995),Comedy,114694,11381.0
2,1704,4.5,1445715228,Good Will Hunting (1997),Drama|Romance,119217,489.0
2,3578,4.0,1445714885,Gladiator (2000),Action|Adventure|Drama,172495,98.0
2,6874,4.0,1445714952,Kill Bill: Vol. 1 (2003),Action|Crime|Thriller,266697,24.0
2,8798,3.5,1445714960,Collateral (2004),Action|Crime|Drama|Thriller,369339,1538.0
2,46970,4.0,1445715013,Talladega Nights: The Ballad of Ricky Bobby (2006),Action|Comedy,415306,9718.0
2,48516,4.0,1445715064,"Departed, The (2006)",Crime|Drama|Thriller,407887,1422.0
2,58559,4.5,1445715141,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX,468569,155.0
2,60756,5.0,1445714980,Step Brothers (2008),Comedy,838283,12133.0
2,60756,5.0,1445714980,Step Brothers (2008),Comedy,838283,12133.0
2,60756,5.0,1445714980,Step Brothers (2008),Comedy,838283,12133.0
2,68157,4.5,1445715154,Inglourious Basterds (2009),Action|Drama|War,361748,16869.0
2,71535,3.0,1445714974,Zombieland (2009),Action|Comedy|Horror,1156398,19908.0
2,74458,4.0,1445714926,Shutter Island (2010),Drama|Mystery|Thriller,1130884,11324.0
2,77455,3.0,1445714941,Exit Through the Gift Shop (2010),Comedy|Documentary,1587707,39452.0
2,79132,4.0,1445714841,Inception (2010),Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,1375666,27205.0
2,80489,4.5,1445715340,"Town, The (2010)",Crime|Drama|Thriller,840361,23168.0
2,80906,5.0,1445715172,Inside Job (2010),Documentary,1645089,44639.0
2,86345,4.0,1445715166,Louis C.K.: Hilarious (2010),Comedy,1421373,45523.0
2,89774,5.0,1445715189,Warrior (2011),Drama,1291584,59440.0
2,89774,5.0,1445715189,Warrior (2011),Drama,1291584,59440.0
2,89774,5.0,1445715189,Warrior (2011),Drama,1291584,59440.0
2,91529,3.5,1445714891,"Dark Knight Rises, The (2012)",Action|Adventure|Crime|IMAX,1345836,49026.0
2,91658,2.5,1445714938,"Girl with the Dragon Tattoo, The (2011)",Drama|Thriller,1568346,65754.0
2,99114,3.5,1445714874,Django Unchained (2012),Action|Drama|Western,1853728,68718.0
2,106782,5.0,1445714966,"Wolf of Wall Street, The (2013)",Comedy|Crime|Drama,993846,106646.0
2,106782,5.0,1445714966,"Wolf of Wall Street, The (2013)",Comedy|Crime|Drama,993846,106646.0
2,106782,5.0,1445714966,"Wolf of Wall Street, The (2013)",Comedy|Crime|Drama,993846,106646.0
2,109487,3.0,1445715145,Interstellar (2014),Sci-Fi|IMAX,816692,157336.0
2,112552,4.0,1445714882,Whiplash (2014),Drama,2582802,244786.0
2,114060,2.0,1445715276,The Drop (2014),Crime|Drama|Thriller,1600196,154400.0
2,115713,3.5,1445714854,Ex Machina (2015),Drama|Sci-Fi|Thriller,470752,264660.0
2,122882,5.0,1445715272,Mad Max: Fury Road (2015),Action|Adventure|Sci-Fi|Thriller,1392190,76341.0
2,131724,5.0,1445714851,The Jinx: The Life and Deaths of Robert Durst (2015),Documentary,4299972,321640.0
3,31,0.5,1306463578,Dangerous Minds (1995),Drama,112792,9909.0
3,527,0.5,1306464275,Schindler's List (1993),Drama|War,108052,424.0
3,647,0.5,1306463619,Courage Under Fire (1996),Action|Crime|Drama|War,115956,10684.0
3,688,0.5,1306464228,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War,114048,27281.0
3,720,0.5,1306463595,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy,118114,503475.0
3,849,5.0,1306463611,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller,116225,10061.0
3,914,0.5,1306463567,My Fair Lady (1964),Comedy|Drama|Musical|Romance,58385,11113.0
3,1093,0.5,1306463627,"Doors, The (1991)",Drama,101761,10537.0
3,1124,0.5,1306464216,On Golden Pond (1981),Drama,82846,11816.0
3,1263,0.5,1306463569,"Deer Hunter, The (1978)",Drama|War,77416,11778.0
3,1272,0.5,1306463624,Patton (1970),Drama|War,66206,11202.0
3,1275,3.5,1306463323,Highlander (1986),Action|Adventure|Fantasy,91203,8009.0
3,1302,0.5,1306464189,Field of Dreams (1989),Children|Drama|Fantasy,97351,2323.0
3,1371,3.0,1306463561,Star Trek: The Motion Picture (1979),Adventure|Sci-Fi,79945,152.0
3,1587,4.5,1306464003,Conan the Barbarian (1982),Action|Adventure|Fantasy,82198,9387.0
3,2018,0.5,1306464175,Bambi (1942),Animation|Children|Drama,34492,3170.0
3,2080,0.5,1306463572,Lady and the Tramp (1955),Animation|Children|Comedy|Romance,48280,10340.0
3,2090,0.5,1306464261,"Rescuers, The (1977)",Adventure|Animation|Children|Crime|Drama,76618,11319.0
3,2105,2.0,1306463559,Tron (1982),Action|Adventure|Sci-Fi,84827,97.0
3,2288,4.0,1306463631,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller,84787,1091.0
3,2424,0.5,1306464293,You've Got Mail (1998),Comedy|Romance,128853,9489.0
3,2851,5.0,1306463925,Saturn 3 (1980),Adventure|Sci-Fi|Thriller,81454,
3,3024,4.5,1306464054,Piranha (1978),Horror|Sci-Fi,78087,24831.0
3,3210,0.5,1306463638,Fast Times at Ridgemont High (1982),Comedy|Drama|Romance,83929,13342.0
3,3703,5.0,1306463603,"Road Warrior, The (Mad Max 2) (1981)",Action|Adventure|Sci-Fi|Thriller,82694,8810.0
3,3949,0.5,1306464245,Requiem for a Dream (2000),Drama,180093,641.0
3,4518,5.0,1306463770,The Lair of the White Worm (1988),Comedy|Horror,95488,11347.0
3,5048,0.5,1306464284,Snow Dogs (2002),Adventure|Children|Comedy,281373,11888.0
3,5181,5.0,1306463718,Hangar 18 (1980),Action|Sci-Fi|Thriller,80836,54287.0
3,5746,5.0,1306463708,Galaxy of Terror (Quest) (1981),Action|Horror|Mystery|Sci-Fi,82431,28893.0
3,5764,4.5,1306464021,Looker (1981),Drama|Horror|Sci-Fi|Thriller,82677,21874.0
3,5919,5.0,1306463825,Android (1982),Sci-Fi,83557,38849.0
